Model,Epoch,Train Loss,Val Loss
RNN,146,0.019059328004144706,0.19172741509974003
RNN,147,0.01907433454806988,0.19172760769724845
RNN,148,0.01905858158492125,0.19172708913683892
RNN,149,0.01910042275603001,0.19172764122486113
RNN,150,0.01909223822160409,0.19172784462571144
RNN,151,0.0190824603375334,0.1917278129607439
RNN,152,0.019058414734899998,0.19172788001596927
RNN,153,0.01907372524818549,0.19172787182033063
RNN,154,0.019078692851158287,0.19172789640724658
RNN,155,0.019061568837899428,0.1917279738932848
RNN,156,0.019161765821851216,0.1917280822992325
RNN,157,0.01905103686910409,0.191727976128459
RNN,158,0.01909601717041089,0.19172796718776225
RNN,159,0.019085039456303302,0.19172801673412324
RNN,160,0.019056060136510775,0.19172796830534936
RNN,161,0.01906705368310213,0.1917280811816454
RNN,162,0.019095739278082665,0.19172818213701248
RNN,163,0.019095450066603147,0.19172816202044488
RNN,164,0.019109963367764767,0.19172813296318053
RNN,165,0.019117317377374723,0.1917280912399292
RNN,166,0.019076131785718296,0.19172810837626458
RNN,167,0.01911431844704426,0.19172820076346397
RNN,168,0.01910917439426367,0.19172833897173405
RNN,169,0.019088040607479904,0.19172844253480434
RNN,170,0.01911689806729555,0.19172847345471383
RNN,171,0.01909696403890848,0.19172849878668785
RNN,172,0.019070139799553614,0.19172841273248195
RNN,173,0.019059211660463076,0.19172838926315308
RNN,174,0.01905399224219414,0.19172837845981122
RNN,175,0.019055138986844283,0.1917284406721592
RNN,176,0.019063096923323777,0.1917284369468689
RNN,177,0.019093188672111586,0.19172846265137194
RNN,178,0.019084143380706128,0.1917284782975912
RNN,179,0.01914163105762922,0.19172847643494606
RNN,180,0.019088715601425905,0.19172847419977188
RNN,181,0.019105407910851333,0.19172847159206868
RNN,182,0.019056499362565003,0.19172847382724284
RNN,183,0.01910239250327532,0.19172847121953965
RNN,184,0.019073972621789344,0.19172847047448158
RNN,185,0.019075606018304825,0.19172847010195254
RNN,186,0.019058477706634082,0.19172846898436546
RNN,187,0.019156880461825773,0.1917284693568945
RNN,188,0.01905758872341651,0.19172846674919128
RNN,189,0.01911179219874052,0.19172846674919128
RNN,190,0.019108003220305994,0.19172846786677838
RNN,191,0.01905807752448779,0.19172849580645562
RNN,192,0.019073112223010797,0.1917284991592169
RNN,193,0.019071308322823964,0.19172849617898463
RNN,194,0.019042898900806904,0.19172849655151367
RNN,195,0.01910578839194316,0.19172849990427493
RNN,196,0.019046534927418597,0.1917285118252039
RNN,197,0.019059284733465083,0.1917285058647394
RNN,198,0.019090045386782058,0.19172850362956523
RNN,199,0.019050226976665165,0.19172850400209426
RNN,200,0.01909281607144154,0.19172850325703622
Transformer,1,4.4585725705426436,4.01767114798228
Transformer,2,3.8396487666251966,3.7972843647003174
Transformer,3,3.7544116436090684,3.719803194204966
Transformer,4,,
Transformer,5,,
Transformer,6,,
Transformer,7,,
Transformer,8,,
Transformer,9,,
Transformer,10,,
Transformer,11,,
Transformer,12,,
Transformer,13,,
Transformer,14,,
Transformer,15,,
Transformer,16,,
Transformer,17,,
Transformer,18,,
Transformer,19,,
Transformer,20,,
